"fips","year","percent_unemployed"
13055,"2007",5.9
13055,"2008",9.8
13055,"2009",13.3
13055,"2010",11.7
13055,"2011",11.0
13055,"2012",10.2
13055,"2013",9.0
13055,"2014",7.6
13055,"2015",6.2
13057,"2007",3.6
13057,"2008",5.3
13057,"2009",8.9
13057,"2010",8.8
13057,"2011",8.2
13057,"2012",7.1
13057,"2013",6.1
13057,"2014",5.5
13057,"2015",4.6
13059,"2007",3.9
13059,"2008",5.1
13059,"2009",7.6
13059,"2010",9.3
13059,"2011",9.3
13059,"2012",8.7
13059,"2013",7.8
13059,"2014",6.9
13059,"2015",5.9
13061,"2007",5.6
13061,"2008",7.2
13061,"2009",8.6
13061,"2010",11.6
13061,"2011",12.3
13061,"2012",12.5
13061,"2013",11.4
13061,"2014",11.3
13061,"2015",11.3
13063,"2007",5.7
13063,"2008",7.6
13063,"2009",11.8
13063,"2010",13.5
13063,"2011",13.4
13063,"2012",12.0
13063,"2013",10.8
13063,"2014",9.3
13063,"2015",7.5
13065,"2007",5.3
13065,"2008",7.2
13065,"2009",11.0
13065,"2010",11.1
13065,"2011",11.0
13065,"2012",9.7
13065,"2013",9.2
13065,"2014",8.4
13065,"2015",6.8
13067,"2007",4.0
13067,"2008",5.6
13067,"2009",9.1
13067,"2010",9.3
13067,"2011",8.8
13067,"2012",7.7
13067,"2013",6.7
13067,"2014",5.9
13067,"2015",5.0
13069,"2007",5.9
13069,"2008",8.3
13069,"2009",15.4
13069,"2010",15.8
13069,"2011",12.9
13069,"2012",11.4
13069,"2013",9.9
13069,"2014",8.1
13069,"2015",6.6
13071,"2007",4.5
13071,"2008",6.0
13071,"2009",9.1
13071,"2010",9.7
13071,"2011",9.5
13071,"2012",8.8
13071,"2013",8.8
13071,"2014",8.1
13071,"2015",6.4
13073,"2007",3.8
13073,"2008",4.8
13073,"2009",6.9
13073,"2010",7.3
13073,"2011",7.3
13073,"2012",7.0
13073,"2013",6.5
13073,"2014",5.8
13073,"2015",5.0
13075,"2007",5.6
13075,"2008",7.7
13075,"2009",12.8
13075,"2010",11.7
13075,"2011",11.3
13075,"2012",9.4
13075,"2013",8.6
13075,"2014",8.1
13075,"2015",6.6
13077,"2007",4.0
13077,"2008",5.7
13077,"2009",9.8
13077,"2010",9.7
13077,"2011",9.1
13077,"2012",8.0
13077,"2013",7.0
13077,"2014",6.1
13077,"2015",5.2
13079,"2007",4.7
13079,"2008",6.0
13079,"2009",10.0
13079,"2010",11.4
13079,"2011",10.8
13079,"2012",9.8
13079,"2013",8.8
13079,"2014",7.3
13079,"2015",6.1
13081,"2007",5.8
13081,"2008",7.7
13081,"2009",12.2
13081,"2010",14.2
13081,"2011",13.9
13081,"2012",12.5
13081,"2013",11.2
13081,"2014",8.9
13081,"2015",6.9
13083,"2007",4.2
13083,"2008",5.7
13083,"2009",10.5
13083,"2010",8.7
13083,"2011",8.0
13083,"2012",7.6
13083,"2013",7.1
13083,"2014",6.3
13083,"2015",5.4
13085,"2007",3.7
13085,"2008",5.9
13085,"2009",10.0
13085,"2010",10.9
13085,"2011",10.1
13085,"2012",8.6
13085,"2013",7.4
13085,"2014",6.1
13085,"2015",5.0
13087,"2007",6.0
13087,"2008",7.6
13087,"2009",12.7
13087,"2010",12.4
13087,"2011",12.0
13087,"2012",10.1
13087,"2013",9.5
13087,"2014",8.1
13087,"2015",6.7
13089,"2007",4.8
13089,"2008",6.4
13089,"2009",10.0
13089,"2010",10.8
13089,"2011",10.5
13089,"2012",9.4
13089,"2013",8.4
13089,"2014",7.2
13089,"2015",5.9
13091,"2007",5.0
13091,"2008",6.7
13091,"2009",10.7
13091,"2010",13.0
13091,"2011",12.3
13091,"2012",11.5
13091,"2013",11.4
13091,"2014",9.8
13091,"2015",8.3
13093,"2007",5.3
13093,"2008",6.7
13093,"2009",9.9
13093,"2010",11.6
13093,"2011",13.1
13093,"2012",11.5
13093,"2013",11.5
13093,"2014",9.7
13093,"2015",7.5
13095,"2007",5.6
13095,"2008",7.0
13095,"2009",10.5
13095,"2010",12.6
13095,"2011",12.2
13095,"2012",11.3
13095,"2013",10.3
13095,"2014",9.2
13095,"2015",7.7
13097,"2007",4.6
13097,"2008",6.4
13097,"2009",10.8
13097,"2010",11.2
13097,"2011",10.9
13097,"2012",9.6
13097,"2013",8.6
13097,"2014",7.4
13097,"2015",6.2
13099,"2007",5.6
13099,"2008",6.6
13099,"2009",10.5
13099,"2010",11.7
13099,"2011",11.5
13099,"2012",10.1
13099,"2013",9.1
13099,"2014",8.8
13099,"2015",6.8
13101,"2007",3.1
13101,"2008",4.3
13101,"2009",7.2
13101,"2010",8.2
13101,"2011",8.1
13101,"2012",7.4
13101,"2013",6.3
13101,"2014",5.8
13101,"2015",4.7
13103,"2007",3.3
13103,"2008",4.8
13103,"2009",8.2
13103,"2010",9.6
13103,"2011",9.3
13103,"2012",8.3
13103,"2013",7.2
13103,"2014",6.2
13103,"2015",5.0
13105,"2007",5.7
13105,"2008",8.3
13105,"2009",12.2
13105,"2010",14.9
13105,"2011",16.1
13105,"2012",12.5
13105,"2013",10.8
13105,"2014",8.6
13105,"2015",7.4
13107,"2007",5.2
13107,"2008",7.4
13107,"2009",10.7
13107,"2010",12.9
13107,"2011",13.3
13107,"2012",12.3
13107,"2013",12.5
13107,"2014",10.4
13107,"2015",8.5
13109,"2007",4.3
13109,"2008",6.3
13109,"2009",8.8
13109,"2010",9.1
13109,"2011",9.1
13109,"2012",8.5
13109,"2013",7.6
13109,"2014",6.4
13109,"2015",5.5
13111,"2007",3.7
13111,"2008",6.2
13111,"2009",10.5
13111,"2010",11.7
13111,"2011",11.3
13111,"2012",10.2
13111,"2013",9.0
13111,"2014",7.5
13111,"2015",6.0
13113,"2007",3.8
13113,"2008",5.2
13113,"2009",8.4
13113,"2010",8.2
13113,"2011",8.0
13113,"2012",7.5
13113,"2013",6.7
13113,"2014",6.1
13113,"2015",5.1
13115,"2007",4.7
13115,"2008",6.5
13115,"2009",10.5
13115,"2010",11.8
13115,"2011",12.1
13115,"2012",10.9
13115,"2013",9.5
13115,"2014",7.9
13115,"2015",6.6
13117,"2007",3.3
13117,"2008",4.8
13117,"2009",8.2
13117,"2010",8.0
13117,"2011",7.4
13117,"2012",6.6
13117,"2013",5.9
13117,"2014",5.2
13117,"2015",4.4
13119,"2007",4.9
13119,"2008",7.0
13119,"2009",11.9
13119,"2010",12.7
13119,"2011",12.2
13119,"2012",11.3
13119,"2013",9.8
13119,"2014",8.1
13119,"2015",6.3
13121,"2007",4.8
13121,"2008",6.4
13121,"2009",10.1
13121,"2010",10.5
13121,"2011",10.2
13121,"2012",9.1
13121,"2013",8.1
13121,"2014",7.1
13121,"2015",5.8
13123,"2007",3.6
13123,"2008",5.9
13123,"2009",10.4
13123,"2010",11.3
13123,"2011",11.8
13123,"2012",10.5
13123,"2013",9.0
13123,"2014",7.2
13123,"2015",5.8
13125,"2007",5.1
13125,"2008",6.8
13125,"2009",11.4
13125,"2010",11.0
13125,"2011",10.6
13125,"2012",9.7
13125,"2013",9.5
13125,"2014",8.1
13125,"2015",6.6
13127,"2007",3.6
13127,"2008",5.0
13127,"2009",8.5
13127,"2010",10.0
13127,"2011",10.4
13127,"2012",9.5
13127,"2013",8.5
13127,"2014",7.4
13127,"2015",6.0
13129,"2007",4.7
13129,"2008",7.4
13129,"2009",13.0
13129,"2010",12.7
13129,"2011",11.7
13129,"2012",9.8
13129,"2013",8.9
13129,"2014",7.3
13129,"2015",5.7
13131,"2007",4.0
13131,"2008",6.0
13131,"2009",9.7
13131,"2010",10.5
13131,"2011",9.5
13131,"2012",8.6
13131,"2013",7.7
13131,"2014",7.3
13131,"2015",6.0
13133,"2007",5.3
13133,"2008",6.8
13133,"2009",11.3
13133,"2010",13.2
13133,"2011",12.3
13133,"2012",11.1
13133,"2013",9.9
13133,"2014",8.2
13133,"2015",7.0
13135,"2007",4.0
13135,"2008",5.6
13135,"2009",9.0
13135,"2010",9.2
13135,"2011",8.7
13135,"2012",7.7
13135,"2013",6.9
13135,"2014",6.0
13135,"2015",5.1
13137,"2007",4.0
13137,"2008",5.7
13137,"2009",10.0
13137,"2010",10.7
13137,"2011",10.5
13137,"2012",9.5
13137,"2013",8.0
13137,"2014",6.9
13137,"2015",5.6
13139,"2007",3.6
13139,"2008",5.4
13139,"2009",9.4
13139,"2010",9.6
13139,"2011",8.9
13139,"2012",7.8
13139,"2013",6.9
13139,"2014",5.9
13139,"2015",4.7
13141,"2007",8.4
13141,"2008",13.0
13141,"2009",19.6
13141,"2010",22.9
13141,"2011",19.8
13141,"2012",16.9
13141,"2013",14.7
13141,"2014",11.7
13141,"2015",10.0
13143,"2007",4.7
13143,"2008",6.6
13143,"2009",12.0
13143,"2010",12.3
13143,"2011",11.6
13143,"2012",10.2
13143,"2013",9.2
13143,"2014",7.8
13143,"2015",6.3
13145,"2007",3.6
13145,"2008",4.7
13145,"2009",7.3
13145,"2010",7.7
13145,"2011",7.4
13145,"2012",7.2
13145,"2013",6.6
13145,"2014",6.0
13145,"2015",5.2
13147,"2007",6.5
13147,"2008",8.8
13147,"2009",13.5
13147,"2010",11.5
13147,"2011",11.2
13147,"2012",10.3
13147,"2013",9.2
13147,"2014",7.5
13147,"2015",6.1
13149,"2007",5.0
13149,"2008",7.6
13149,"2009",13.0
13149,"2010",12.1
13149,"2011",11.3
13149,"2012",10.3
13149,"2013",9.4
13149,"2014",7.9
13149,"2015",6.2
13151,"2007",4.3
13151,"2008",6.1
13151,"2009",9.7
13151,"2010",10.3
13151,"2011",10.3
13151,"2012",9.4
13151,"2013",8.4
13151,"2014",7.2
13151,"2015",6.0
13153,"2007",3.9
13153,"2008",5.2
13153,"2009",7.2
13153,"2010",8.5
13153,"2011",8.5
13153,"2012",8.0
13153,"2013",7.5
13153,"2014",6.8
13153,"2015",5.8
13155,"2007",6.0
13155,"2008",9.9
13155,"2009",15.1
13155,"2010",14.7
13155,"2011",13.8
13155,"2012",11.7
13155,"2013",10.6
13155,"2014",9.5
13155,"2015",8.1
13157,"2007",4.1
13157,"2008",6.2
13157,"2009",11.1
13157,"2010",10.5
13157,"2011",9.6
13157,"2012",8.2
13157,"2013",6.9
13157,"2014",5.9
13157,"2015",4.8
13159,"2007",4.8
13159,"2008",8.3
13159,"2009",12.5
13159,"2010",11.7
13159,"2011",11.0
13159,"2012",9.8
13159,"2013",8.3
13159,"2014",6.6
13159,"2015",5.4
13161,"2007",6.8
13161,"2008",9.8
13161,"2009",13.8
13161,"2010",12.8
13161,"2011",12.6
13161,"2012",11.5
13161,"2013",10.0
13161,"2014",8.1
13161,"2015",6.4
13163,"2007",7.1
13163,"2008",9.8
13163,"2009",14.5
13163,"2010",14.1
13163,"2011",13.3
13163,"2012",13.2
13163,"2013",14.0
13163,"2014",11.2
13163,"2015",8.9
13165,"2007",8.9
13165,"2008",15.7
13165,"2009",19.5
13165,"2010",15.2
13165,"2011",14.3
13165,"2012",13.7
13165,"2013",12.4
13165,"2014",10.0
13165,"2015",8.2
13167,"2007",5.8
13167,"2008",8.0
13167,"2009",12.5
13167,"2010",10.8
13167,"2011",11.1
13167,"2012",10.0
13167,"2013",9.8
13167,"2014",8.6
13167,"2015",7.0
13169,"2007",4.2
13169,"2008",5.8
13169,"2009",8.6
13169,"2010",9.7
13169,"2011",9.2
13169,"2012",8.5
13169,"2013",7.2
13169,"2014",6.3
13169,"2015",5.3
13171,"2007",5.0
13171,"2008",7.4
13171,"2009",13.6
13171,"2010",14.2
13171,"2011",13.7
13171,"2012",12.0
13171,"2013",11.3
13171,"2014",9.5
13171,"2015",7.6
13173,"2007",3.7
13173,"2008",5.8
13173,"2009",9.1
13173,"2010",10.5
13173,"2011",10.5
13173,"2012",9.3
13173,"2013",8.5
13173,"2014",8.0
13173,"2015",6.6
13175,"2007",5.0
13175,"2008",7.1
13175,"2009",11.2
13175,"2010",13.2
13175,"2011",13.8
13175,"2012",12.2
13175,"2013",10.8
13175,"2014",9.2
13175,"2015",7.5
13177,"2007",3.6
13177,"2008",4.5
13177,"2009",7.2
13177,"2010",9.0
13177,"2011",8.5
13177,"2012",7.6
13177,"2013",6.9
13177,"2014",6.2
13177,"2015",5.3
13179,"2007",5.2
13179,"2008",6.0
13179,"2009",8.5
13179,"2010",9.0
13179,"2011",9.3
13179,"2012",8.9
13179,"2013",8.5
13179,"2014",7.6
13179,"2015",6.3
13181,"2007",5.8
13181,"2008",7.1
13181,"2009",10.9
13181,"2010",11.5
13181,"2011",11.6
13181,"2012",10.8
13181,"2013",10.1
13181,"2014",8.3
13181,"2015",6.6
13183,"2007",3.7
13183,"2008",4.4
13183,"2009",6.5
13183,"2010",8.4
13183,"2011",8.9
13183,"2012",8.5
13183,"2013",8.1
13183,"2014",7.3
13183,"2015",5.9
13185,"2007",3.8
13185,"2008",5.4
13185,"2009",8.5
13185,"2010",9.6
13185,"2011",9.9
13185,"2012",9.1
13185,"2013",8.0
13185,"2014",7.2
13185,"2015",5.9
13187,"2007",4.1
13187,"2008",7.0
13187,"2009",11.7
13187,"2010",10.4
13187,"2011",9.8
13187,"2012",8.3
13187,"2013",7.4
13187,"2014",6.3
13187,"2015",5.3
13189,"2007",6.3
13189,"2008",7.8
13189,"2009",11.4
13189,"2010",13.2
13189,"2011",13.3
13189,"2012",12.6
13189,"2013",11.3
13189,"2014",10.0
13189,"2015",8.2
13191,"2007",4.1
13191,"2008",5.9
13191,"2009",10.1
13191,"2010",10.6
13191,"2011",10.6
13191,"2012",9.7
13191,"2013",9.0
13191,"2014",7.9
13191,"2015",6.4
13193,"2007",7.3
13193,"2008",8.4
13193,"2009",12.4
13193,"2010",13.2
13193,"2011",13.8
13193,"2012",13.3
13193,"2013",12.7
13193,"2014",11.7
13193,"2015",8.9
13195,"2007",3.7
13195,"2008",5.2
13195,"2009",8.7
13195,"2010",10.4
13195,"2011",10.1
13195,"2012",8.9
13195,"2013",7.5
13195,"2014",6.6
13195,"2015",5.4
13197,"2007",4.7
13197,"2008",6.2
13197,"2009",9.9
13197,"2010",10.7
13197,"2011",10.4
13197,"2012",10.0
13197,"2013",8.8
13197,"2014",7.6
13197,"2015",8.2
13199,"2007",5.9
13199,"2008",8.5
13199,"2009",13.8
13199,"2010",13.7
13199,"2011",13.4
13199,"2012",12.0
13199,"2013",10.8
13199,"2014",9.8
13199,"2015",7.8
13201,"2007",4.4
13201,"2008",4.9
13201,"2009",8.7
13201,"2010",10.4
13201,"2011",9.2
13201,"2012",8.1
13201,"2013",7.4
13201,"2014",6.4
13201,"2015",5.3
13205,"2007",5.1
13205,"2008",6.8
13205,"2009",10.0
13205,"2010",10.8
13205,"2011",10.0
13205,"2012",8.9
13205,"2013",8.6
13205,"2014",7.8
13205,"2015",6.6
13207,"2007",4.1
13207,"2008",5.6
13207,"2009",9.1
13207,"2010",10.2
13207,"2011",9.7
13207,"2012",8.6
13207,"2013",8.0
13207,"2014",6.6
13207,"2015",5.6
13209,"2007",4.6
13209,"2008",7.3
13209,"2009",9.0
13209,"2010",12.0
13209,"2011",13.2
13209,"2012",11.6
13209,"2013",11.4
13209,"2014",10.2
13209,"2015",8.4
13211,"2007",4.3
13211,"2008",6.0
13211,"2009",10.0
13211,"2010",10.4
13211,"2011",10.0
13211,"2012",9.0
13211,"2013",8.0
13211,"2014",6.6
13211,"2015",5.4
13213,"2007",4.5
13213,"2008",7.4
13213,"2009",13.0
13213,"2010",13.8
13213,"2011",13.9
13213,"2012",12.8
13213,"2013",11.3
13213,"2014",9.4
13213,"2015",7.4
13215,"2007",5.2
13215,"2008",6.2
13215,"2009",9.1
13215,"2010",10.1
13215,"2011",10.0
13215,"2012",9.8
13215,"2013",9.3
13215,"2014",8.4
13215,"2015",7.4
13217,"2007",5.2
13217,"2008",7.5
13217,"2009",12.2
13217,"2010",12.7
13217,"2011",12.3
13217,"2012",11.0
13217,"2013",9.7
13217,"2014",8.2
13217,"2015",6.6
13219,"2007",3.0
13219,"2008",4.0
13219,"2009",6.2
13219,"2010",7.1
13219,"2011",7.0
13219,"2012",6.3
13219,"2013",5.6
13219,"2014",5.1
13219,"2015",4.3
13221,"2007",3.8
13221,"2008",5.2
13221,"2009",8.5
13221,"2010",9.6
13221,"2011",9.7
13221,"2012",8.5
13221,"2013",7.5
13221,"2014",6.5
13221,"2015",5.3
13223,"2007",4.1
13223,"2008",5.9
13223,"2009",10.1
13223,"2010",10.0
13223,"2011",9.5
13223,"2012",8.3
13223,"2013",7.2
13223,"2014",6.1
13223,"2015",5.1
13225,"2007",5.4
13225,"2008",7.1
13225,"2009",10.3
13225,"2010",12.1
13225,"2011",11.8
13225,"2012",11.1
13225,"2013",10.7
13225,"2014",9.4
13225,"2015",7.9
13227,"2007",3.7
13227,"2008",5.9
13227,"2009",10.6
13227,"2010",11.0
13227,"2011",10.5
13227,"2012",9.1
13227,"2013",8.0
13227,"2014",6.6
13227,"2015",5.2
13229,"2007",3.9
13229,"2008",5.4
13229,"2009",9.4
13229,"2010",10.4
13229,"2011",10.7
13229,"2012",9.4
13229,"2013",8.5
13229,"2014",7.4
13229,"2015",6.1
13231,"2007",4.2
13231,"2008",6.6
13231,"2009",11.0
13231,"2010",10.7
13231,"2011",10.2
13231,"2012",9.2
13231,"2013",8.5
13231,"2014",7.0
13231,"2015",5.6
13233,"2007",4.4
13233,"2008",6.3
13233,"2009",10.8
13233,"2010",12.0
13233,"2011",11.5
13233,"2012",10.0
13233,"2013",8.9
13233,"2014",7.8
13233,"2015",6.5
13235,"2007",4.0
13235,"2008",5.3
13235,"2009",7.8
13235,"2010",9.2
13235,"2011",9.6
13235,"2012",8.9
13235,"2013",8.9
13235,"2014",7.8
13235,"2015",6.5
13237,"2007",4.4
13237,"2008",7.1
13237,"2009",11.0
13237,"2010",12.9
13237,"2011",13.0
13237,"2012",11.5
13237,"2013",10.3
13237,"2014",9.0
13237,"2015",8.0
13239,"2007",5.4
13239,"2008",8.6
13239,"2009",11.9
13239,"2010",10.0
13239,"2011",10.2
13239,"2012",9.5
13239,"2013",8.2
13239,"2014",8.3
13239,"2015",6.7
13241,"2007",5.8
13241,"2008",6.4
13241,"2009",10.4
13241,"2010",11.8
13241,"2011",12.4
13241,"2012",11.4
13241,"2013",9.9
13241,"2014",8.2
13241,"2015",6.6
13243,"2007",6.4
13243,"2008",8.4
13243,"2009",12.2
13243,"2010",12.2
13243,"2011",12.8
13243,"2012",12.5
13243,"2013",10.3
13243,"2014",9.7
13243,"2015",9.0
13245,"2007",6.1
13245,"2008",7.2
13245,"2009",10.1
13245,"2010",11.0
13245,"2011",11.2
13245,"2012",10.6
13245,"2013",9.8
13245,"2014",8.7
13245,"2015",7.3
13247,"2007",5.0
13247,"2008",6.9
13247,"2009",11.1
13247,"2010",11.3
13247,"2011",11.2
13247,"2012",10.2
13247,"2013",9.1
13247,"2014",7.8
13247,"2015",6.4
13249,"2007",5.9
13249,"2008",6.6
13249,"2009",12.7
13249,"2010",12.1
13249,"2011",11.5
13249,"2012",10.4
13249,"2013",9.3
13249,"2014",7.6
13249,"2015",6.6
13251,"2007",4.8
13251,"2008",7.8
13251,"2009",14.2
13251,"2010",17.0
13251,"2011",15.8
13251,"2012",13.8
13251,"2013",12.6
13251,"2014",10.0
13251,"2015",8.1
13253,"2007",5.4
13253,"2008",7.3
13253,"2009",10.8
13253,"2010",12.5
13253,"2011",12.6
13253,"2012",10.9
13253,"2013",10.2
13253,"2014",9.5
13253,"2015",8.0
13255,"2007",5.6
13255,"2008",8.5
13255,"2009",14.2
13255,"2010",14.9
13255,"2011",14.0
13255,"2012",12.5
13255,"2013",11.5
13255,"2014",9.4
13255,"2015",7.8
13257,"2007",4.8
13257,"2008",6.2
13257,"2009",10.6
13257,"2010",12.3
13257,"2011",11.9
13257,"2012",10.5
13257,"2013",9.1
13257,"2014",7.6
13257,"2015",6.5
13259,"2007",6.3
13259,"2008",7.8
13259,"2009",10.6
13259,"2010",10.3
13259,"2011",9.8
13259,"2012",9.2
13259,"2013",8.7
13259,"2014",7.5
13259,"2015",6.7
13261,"2007",7.1
13261,"2008",7.7
13261,"2009",13.0
13261,"2010",13.3
13261,"2011",12.6
13261,"2012",11.9
13261,"2013",11.3
13261,"2014",9.5
13261,"2015",8.2
13263,"2007",6.4
13263,"2008",6.6
13263,"2009",9.4
13263,"2010",10.1
13263,"2011",10.5
13263,"2012",10.0
13263,"2013",9.2
13263,"2014",7.8
13263,"2015",7.6
13265,"2007",7.9
13265,"2008",8.1
13265,"2009",14.5
13265,"2010",18.0
13265,"2011",15.7
13265,"2012",14.2
13265,"2013",11.9
13265,"2014",10.8
13265,"2015",8.1
13267,"2007",4.8
13267,"2008",6.6
13267,"2009",9.0
13267,"2010",9.1
13267,"2011",8.8
13267,"2012",8.3
13267,"2013",8.0
13267,"2014",7.0
13267,"2015",6.0
13269,"2007",5.9
13269,"2008",7.5
13269,"2009",11.9
13269,"2010",14.5
13269,"2011",14.4
13269,"2012",13.3
13269,"2013",11.7
13269,"2014",10.2
13269,"2015",9.3
13271,"2007",7.7
13271,"2008",10.7
13271,"2009",13.9
13271,"2010",14.7
13271,"2011",13.2
13271,"2012",11.7
13271,"2013",11.4
13271,"2014",9.7
13271,"2015",8.5
13273,"2007",6.0
13273,"2008",6.6
13273,"2009",10.4
13273,"2010",12.2
13273,"2011",12.0
13273,"2012",10.9
13273,"2013",9.8
13273,"2014",8.0
13273,"2015",7.4
13275,"2007",4.1
13275,"2008",5.8
13275,"2009",9.2
13275,"2010",11.2
13275,"2011",10.4
13275,"2012",9.7
13275,"2013",9.0
13275,"2014",8.7
13275,"2015",7.1
13277,"2007",5.3
13277,"2008",7.1
13277,"2009",11.0
13277,"2010",12.0
13277,"2011",12.1
13277,"2012",10.1
13277,"2013",8.5
13277,"2014",7.3
13277,"2015",6.2
13279,"2007",4.7
13279,"2008",7.2
13279,"2009",9.9
13279,"2010",12.3
13279,"2011",13.4
13279,"2012",11.7
13279,"2013",11.0
13279,"2014",9.9
13279,"2015",8.5
13281,"2007",3.7
13281,"2008",5.9
13281,"2009",8.7
13281,"2010",12.9
13281,"2011",12.5
13281,"2012",11.2
13281,"2013",10.6
13281,"2014",9.2
13281,"2015",7.8
13283,"2007",5.8
13283,"2008",8.5
13283,"2009",11.4
13283,"2010",12.1
13283,"2011",13.3
13283,"2012",13.4
13283,"2013",12.3
13283,"2014",10.5
13283,"2015",8.2
13285,"2007",5.7
13285,"2008",8.1
13285,"2009",12.9
13285,"2010",11.5
13285,"2011",11.0
13285,"2012",9.8
13285,"2013",8.6
13285,"2014",7.3
13285,"2015",6.0
13287,"2007",6.6
13287,"2008",8.1
13287,"2009",14.1
13287,"2010",16.6
13287,"2011",14.3
13287,"2012",11.7
13287,"2013",10.0
13287,"2014",7.9
13287,"2015",6.5
13289,"2007",5.6
13289,"2008",6.9
13289,"2009",11.1
13289,"2010",15.5
13289,"2011",15.5
13289,"2012",14.8
13289,"2013",13.8
13289,"2014",11.2
13289,"2015",9.1
13291,"2007",3.6
13291,"2008",5.8
13291,"2009",9.5
13291,"2010",11.0
13291,"2011",10.2
13291,"2012",8.8
13291,"2013",7.9
13291,"2014",6.5
13291,"2015",5.2
13293,"2007",6.4
13293,"2008",8.3
13293,"2009",12.9
13293,"2010",12.2
13293,"2011",11.6
13293,"2012",10.6
13293,"2013",9.8
13293,"2014",8.9
13293,"2015",7.1
13295,"2007",4.4
13295,"2008",6.6
13295,"2009",10.9
13295,"2010",10.3
13295,"2011",9.8
13295,"2012",9.0
13295,"2013",8.1
13295,"2014",7.2
13295,"2015",5.8
13297,"2007",4.6
13297,"2008",6.4
13297,"2009",10.4
13297,"2010",10.6
13297,"2011",10.4
13297,"2012",9.1
13297,"2013",7.8
13297,"2014",6.4
13297,"2015",5.3
13299,"2007",4.9
13299,"2008",6.6
13299,"2009",10.9
13299,"2010",11.0
13299,"2011",11.3
13299,"2012",10.1
13299,"2013",9.4
13299,"2014",7.9
13299,"2015",6.4
13301,"2007",7.5
13301,"2008",10.2
13301,"2009",18.1
13301,"2010",17.2
13301,"2011",16.6
13301,"2012",14.9
13301,"2013",12.0
13301,"2014",9.7
13301,"2015",7.7
13303,"2007",5.6
13303,"2008",7.9
13303,"2009",13.7
13303,"2010",14.5
13303,"2011",12.7
13303,"2012",10.3
13303,"2013",9.7
13303,"2014",8.1
13303,"2015",6.9
13305,"2007",5.4
13305,"2008",7.7
13305,"2009",11.8
13305,"2010",12.0
13305,"2011",12.1
13305,"2012",10.7
13305,"2013",9.8
13305,"2014",8.7
13305,"2015",7.3
13307,"2007",4.5
13307,"2008",5.2
13307,"2009",10.0
13307,"2010",12.8
13307,"2011",11.4
13307,"2012",9.9
13307,"2013",9.2
13307,"2014",8.6
13307,"2015",8.9
13309,"2007",5.1
13309,"2008",7.1
13309,"2009",9.6
13309,"2010",15.1
13309,"2011",14.7
13309,"2012",13.3
13309,"2013",12.6
13309,"2014",12.3
13309,"2015",10.7
13311,"2007",3.6
13311,"2008",5.5
13311,"2009",9.8
13311,"2010",10.2
13311,"2011",9.9
13311,"2012",8.6
13311,"2013",7.4
13311,"2014",6.2
13311,"2015",5.1
13313,"2007",4.6
13313,"2008",7.6
13313,"2009",12.8
13313,"2010",11.9
13313,"2011",11.8
13313,"2012",10.6
13313,"2013",9.5
13313,"2014",7.8
13313,"2015",6.3
13315,"2007",5.8
13315,"2008",8.2
13315,"2009",12.0
13315,"2010",12.4
13315,"2011",12.8
13315,"2012",11.6
13315,"2013",11.0
13315,"2014",9.1
13315,"2015",7.6
13317,"2007",6.6
13317,"2008",8.3
13317,"2009",11.9
13317,"2010",13.2
13317,"2011",13.9
13317,"2012",12.2
13317,"2013",11.2
13317,"2014",9.3
13317,"2015",7.5
13319,"2007",5.4
13319,"2008",6.9
13319,"2009",11.1
13319,"2010",14.0
13319,"2011",12.9
13319,"2012",11.5
13319,"2013",10.3
13319,"2014",8.7
13319,"2015",7.4
13321,"2007",5.3
13321,"2008",6.7
13321,"2009",10.1
13321,"2010",12.1
13321,"2011",11.5
13321,"2012",10.1
13321,"2013",9.2
13321,"2014",7.8
13321,"2015",6.4
15000,"2007",2.8
15000,"2008",4.3
15000,"2009",7.2
15000,"2010",6.9
15000,"2011",6.8
15000,"2012",6.0
15000,"2013",4.9
15000,"2014",4.4
15000,"2015",3.6
15001,"2007",3.6
15001,"2008",6.0
15001,"2009",10.2
15001,"2010",9.9
15001,"2011",9.8
15001,"2012",8.3
15001,"2013",6.7
15001,"2014",5.5
15001,"2015",4.5
15003,"2007",2.6
15003,"2008",3.8
15003,"2009",6.0
15003,"2010",6.0
15003,"2011",5.9
15003,"2012",5.4
15003,"2013",4.4
15003,"2014",4.1
15003,"2015",3.4
15007,"2007",2.7
15007,"2008",4.8
15007,"2009",9.8
15007,"2010",8.8
15007,"2011",8.7
15007,"2012",7.3
15007,"2013",5.6
15007,"2014",4.8
15007,"2015",4.1
15009,"2007",2.9
15009,"2008",4.9
15009,"2009",9.1
15009,"2010",8.5
15009,"2011",7.9
15009,"2012",6.4
15009,"2013",5.1
15009,"2014",4.5
15009,"2015",3.8
16000,"2007",3.1
16000,"2008",5.1
16000,"2009",8.8
16000,"2010",9.0
16000,"2011",8.3
16000,"2012",7.2
16000,"2013",6.2
16000,"2014",4.8
16000,"2015",4.1
16001,"2007",2.7
16001,"2008",4.9
16001,"2009",8.9
16001,"2010",8.3
16001,"2011",7.3
16001,"2012",6.2
16001,"2013",5.2
16001,"2014",4.2
16001,"2015",3.6
16003,"2007",5.8
16003,"2008",10.6
16003,"2009",16.3
16003,"2010",18.5
16003,"2011",17.9
16003,"2012",15.0
16003,"2013",13.7
16003,"2014",9.9
16003,"2015",7.6
16005,"2007",3.0
16005,"2008",4.7
