"fips","year","percent_unemployed"
31017,"2011",4.6
31017,"2012",4.1
31017,"2013",4.0
31017,"2014",3.4
31017,"2015",3.7
31019,"2007",2.2
31019,"2008",2.5
31019,"2009",3.6
31019,"2010",3.6
31019,"2011",3.5
31019,"2012",3.3
31019,"2013",3.3
31019,"2014",2.7
31019,"2015",2.4
31021,"2007",4.0
31021,"2008",4.2
31021,"2009",5.6
31021,"2010",5.9
31021,"2011",5.7
31021,"2012",4.7
31021,"2013",4.6
31021,"2014",3.9
31021,"2015",3.6
31023,"2007",2.5
31023,"2008",2.9
31023,"2009",4.2
31023,"2010",3.9
31023,"2011",3.8
31023,"2012",3.3
31023,"2013",3.4
31023,"2014",2.9
31023,"2015",2.8
31025,"2007",3.3
31025,"2008",3.7
31025,"2009",5.2
31025,"2010",5.6
31025,"2011",5.2
31025,"2012",4.6
31025,"2013",4.4
31025,"2014",3.7
31025,"2015",3.3
31027,"2007",2.4
31027,"2008",2.5
31027,"2009",3.6
31027,"2010",3.6
31027,"2011",3.3
31027,"2012",2.9
31027,"2013",3.0
31027,"2014",2.3
31027,"2015",2.4
31029,"2007",2.5
31029,"2008",2.7
31029,"2009",2.9
31029,"2010",2.8
31029,"2011",2.4
31029,"2012",2.4
31029,"2013",2.4
31029,"2014",2.0
31029,"2015",1.9
31031,"2007",2.2
31031,"2008",2.4
31031,"2009",2.6
31031,"2010",3.0
31031,"2011",3.0
31031,"2012",2.9
31031,"2013",2.8
31031,"2014",2.4
31031,"2015",2.3
31033,"2007",2.4
31033,"2008",2.8
31033,"2009",4.4
31033,"2010",3.6
31033,"2011",3.0
31033,"2012",2.8
31033,"2013",2.8
31033,"2014",2.2
31033,"2015",2.2
31035,"2007",2.8
31035,"2008",3.2
31035,"2009",4.4
31035,"2010",4.3
31035,"2011",4.1
31035,"2012",3.7
31035,"2013",3.5
31035,"2014",3.3
31035,"2015",2.9
31037,"2007",2.2
31037,"2008",2.6
31037,"2009",3.7
31037,"2010",3.9
31037,"2011",3.9
31037,"2012",3.5
31037,"2013",3.5
31037,"2014",3.0
31037,"2015",2.6
31039,"2007",2.7
31039,"2008",2.9
31039,"2009",3.8
31039,"2010",3.7
31039,"2011",3.4
31039,"2012",3.1
31039,"2013",3.0
31039,"2014",2.6
31039,"2015",2.6
31041,"2007",2.1
31041,"2008",2.4
31041,"2009",3.3
31041,"2010",3.7
31041,"2011",3.4
31041,"2012",2.9
31041,"2013",2.8
31041,"2014",2.4
31041,"2015",2.2
31043,"2007",4.0
31043,"2008",4.2
31043,"2009",6.0
31043,"2010",7.3
31043,"2011",5.9
31043,"2012",5.8
31043,"2013",4.7
31043,"2014",3.7
31043,"2015",3.5
31045,"2007",2.7
31045,"2008",2.9
31045,"2009",4.4
31045,"2010",4.0
31045,"2011",3.9
31045,"2012",3.6
31045,"2013",3.6
31045,"2014",2.9
31045,"2015",2.6
31047,"2007",3.0
31047,"2008",4.0
31047,"2009",4.6
31047,"2010",4.9
31047,"2011",5.0
31047,"2012",4.4
31047,"2013",3.8
31047,"2014",3.4
31047,"2015",3.2
31049,"2007",2.9
31049,"2008",2.9
31049,"2009",3.9
31049,"2010",3.9
31049,"2011",3.5
31049,"2012",3.3
31049,"2013",3.3
31049,"2014",2.7
31049,"2015",2.5
31051,"2007",3.1
31051,"2008",3.2
31051,"2009",4.7
31051,"2010",4.8
31051,"2011",4.6
31051,"2012",4.1
31051,"2013",3.7
31051,"2014",3.0
31051,"2015",3.3
31053,"2007",3.2
31053,"2008",3.5
31053,"2009",5.0
31053,"2010",5.3
31053,"2011",4.9
31053,"2012",4.5
31053,"2013",4.2
31053,"2014",3.6
31053,"2015",3.3
31055,"2007",3.4
31055,"2008",3.7
31055,"2009",5.2
31055,"2010",5.1
31055,"2011",4.9
31055,"2012",4.5
31055,"2013",4.2
31055,"2014",3.6
31055,"2015",3.3
31057,"2007",2.6
31057,"2008",2.9
31057,"2009",3.9
31057,"2010",3.1
31057,"2011",2.9
31057,"2012",3.0
31057,"2013",2.8
31057,"2014",2.3
31057,"2015",2.1
31059,"2007",2.5
31059,"2008",3.0
31059,"2009",4.1
31059,"2010",3.7
31059,"2011",3.5
31059,"2012",3.3
31059,"2013",3.0
31059,"2014",2.4
31059,"2015",2.9
31061,"2007",2.8
31061,"2008",3.0
31061,"2009",3.9
31061,"2010",4.3
31061,"2011",4.2
31061,"2012",3.6
31061,"2013",3.5
31061,"2014",3.2
31061,"2015",2.4
31063,"2007",2.3
31063,"2008",2.8
31063,"2009",3.1
31063,"2010",3.8
31063,"2011",3.6
31063,"2012",3.2
31063,"2013",3.4
31063,"2014",2.8
31063,"2015",2.5
31065,"2007",3.0
31065,"2008",2.9
31065,"2009",3.7
31065,"2010",3.4
31065,"2011",3.7
31065,"2012",3.5
31065,"2013",3.5
31065,"2014",2.9
31065,"2015",2.7
31067,"2007",3.6
31067,"2008",4.7
31067,"2009",6.2
31067,"2010",5.8
31067,"2011",5.8
31067,"2012",5.0
31067,"2013",4.6
31067,"2014",4.1
31067,"2015",3.6
31069,"2007",2.7
31069,"2008",3.0
31069,"2009",4.3
31069,"2010",4.1
31069,"2011",3.6
31069,"2012",3.2
31069,"2013",2.8
31069,"2014",2.8
31069,"2015",2.4
31071,"2007",2.5
31071,"2008",2.6
31071,"2009",2.9
31071,"2010",3.1
31071,"2011",3.4
31071,"2012",3.0
31071,"2013",3.1
31071,"2014",2.6
31071,"2015",2.4
31073,"2007",3.2
31073,"2008",3.2
31073,"2009",3.9
31073,"2010",3.6
31073,"2011",3.5
31073,"2012",3.0
31073,"2013",3.4
31073,"2014",3.0
31073,"2015",2.5
31075,"2007",2.6
31075,"2008",2.9
31075,"2009",3.5
31075,"2010",3.8
31075,"2011",3.3
31075,"2012",3.4
31075,"2013",3.3
31075,"2014",2.3
31075,"2015",2.3
31077,"2007",2.7
31077,"2008",2.9
31077,"2009",3.5
31077,"2010",3.6
31077,"2011",3.9
31077,"2012",3.6
31077,"2013",3.5
31077,"2014",3.2
31077,"2015",3.1
31079,"2007",2.8
31079,"2008",3.1
31079,"2009",4.2
31079,"2010",4.6
31079,"2011",4.5
31079,"2012",4.0
31079,"2013",3.7
31079,"2014",3.9
31079,"2015",3.9
31081,"2007",2.2
31081,"2008",2.4
31081,"2009",3.3
31081,"2010",3.8
31081,"2011",3.8
31081,"2012",3.3
31081,"2013",3.2
31081,"2014",3.0
31081,"2015",2.9
31083,"2007",2.6
31083,"2008",3.1
31083,"2009",3.7
31083,"2010",3.2
31083,"2011",3.3
31083,"2012",3.2
31083,"2013",3.1
31083,"2014",2.6
31083,"2015",2.2
31085,"2007",3.5
31085,"2008",3.8
31085,"2009",4.1
31085,"2010",3.4
31085,"2011",3.1
31085,"2012",3.0
31085,"2013",3.4
31085,"2014",2.9
31085,"2015",2.4
31087,"2007",2.7
31087,"2008",3.4
31087,"2009",5.5
31087,"2010",5.1
31087,"2011",4.9
31087,"2012",4.1
31087,"2013",4.1
31087,"2014",3.4
31087,"2015",3.2
31089,"2007",2.6
31089,"2008",2.7
31089,"2009",3.1
31089,"2010",3.6
31089,"2011",3.4
31089,"2012",3.2
31089,"2013",3.2
31089,"2014",2.6
31089,"2015",2.4
31091,"2007",2.8
31091,"2008",4.3
31091,"2009",5.1
31091,"2010",5.1
31091,"2011",4.7
31091,"2012",4.6
31091,"2013",4.8
31091,"2014",4.2
31091,"2015",4.1
31093,"2007",2.8
31093,"2008",3.1
31093,"2009",3.7
31093,"2010",4.4
31093,"2011",4.1
31093,"2012",3.6
31093,"2013",3.7
31093,"2014",3.7
31093,"2015",3.6
31095,"2007",2.7
31095,"2008",3.9
31095,"2009",4.8
31095,"2010",4.7
31095,"2011",4.3
31095,"2012",3.8
31095,"2013",3.7
31095,"2014",3.0
31095,"2015",2.7
31097,"2007",2.9
31097,"2008",3.2
31097,"2009",4.2
31097,"2010",4.7
31097,"2011",4.8
31097,"2012",4.3
31097,"2013",4.3
31097,"2014",3.8
31097,"2015",3.3
31099,"2007",2.2
31099,"2008",2.7
31099,"2009",3.9
31099,"2010",3.5
31099,"2011",3.2
31099,"2012",2.9
31099,"2013",2.8
31099,"2014",2.4
31099,"2015",2.2
31101,"2007",2.5
31101,"2008",2.9
31101,"2009",4.5
31101,"2010",4.3
31101,"2011",4.1
31101,"2012",3.7
31101,"2013",3.6
31101,"2014",2.9
31101,"2015",2.6
31103,"2007",3.7
31103,"2008",4.8
31103,"2009",4.8
31103,"2010",3.5
31103,"2011",3.0
31103,"2012",3.1
31103,"2013",3.4
31103,"2014",2.7
31103,"2015",2.2
31105,"2007",2.8
31105,"2008",3.4
31105,"2009",4.8
31105,"2010",4.7
31105,"2011",3.6
31105,"2012",3.3
31105,"2013",3.3
31105,"2014",2.5
31105,"2015",3.6
31107,"2007",2.9
31107,"2008",3.2
31107,"2009",3.6
31107,"2010",4.1
31107,"2011",3.9
31107,"2012",3.4
31107,"2013",3.6
31107,"2014",3.1
31107,"2015",3.2
31109,"2007",2.8
31109,"2008",3.1
31109,"2009",4.3
31109,"2010",4.2
31109,"2011",4.0
31109,"2012",3.6
31109,"2013",3.5
31109,"2014",3.0
31109,"2015",2.6
31111,"2007",2.6
31111,"2008",3.0
31111,"2009",4.0
31111,"2010",4.5
31111,"2011",4.4
31111,"2012",3.9
31111,"2013",3.8
31111,"2014",3.2
31111,"2015",2.9
31113,"2007",2.8
31113,"2008",2.2
31113,"2009",3.1
31113,"2010",4.5
31113,"2011",3.5
31113,"2012",3.2
31113,"2013",3.4
31113,"2014",3.0
31113,"2015",2.8
31115,"2007",4.2
31115,"2008",3.8
31115,"2009",5.1
31115,"2010",5.7
31115,"2011",4.8
31115,"2012",3.8
31115,"2013",4.5
31115,"2014",3.7
31115,"2015",3.4
31117,"2007",2.0
31117,"2008",2.3
31117,"2009",3.8
31117,"2010",2.8
31117,"2011",2.5
31117,"2012",3.6
31117,"2013",3.8
31117,"2014",2.3
31117,"2015",1.9
31119,"2007",3.2
31119,"2008",3.3
31119,"2009",4.3
31119,"2010",4.2
31119,"2011",4.1
31119,"2012",3.7
31119,"2013",3.5
31119,"2014",2.9
31119,"2015",2.7
31121,"2007",2.9
31121,"2008",3.1
31121,"2009",4.2
31121,"2010",4.5
31121,"2011",4.3
31121,"2012",3.7
31121,"2013",3.7
31121,"2014",3.8
31121,"2015",3.7
31123,"2007",2.6
31123,"2008",3.1
31123,"2009",4.2
31123,"2010",4.1
31123,"2011",3.4
31123,"2012",3.2
31123,"2013",3.2
31123,"2014",3.0
31123,"2015",2.9
31125,"2007",2.5
31125,"2008",3.0
31125,"2009",3.3
31125,"2010",3.9
31125,"2011",3.7
31125,"2012",3.3
31125,"2013",3.2
31125,"2014",2.7
31125,"2015",2.5
31127,"2007",3.8
31127,"2008",4.6
31127,"2009",5.2
31127,"2010",5.3
31127,"2011",5.0
31127,"2012",4.8
31127,"2013",5.0
31127,"2014",3.8
31127,"2015",3.7
31129,"2007",2.6
31129,"2008",2.9
31129,"2009",4.5
31129,"2010",4.1
31129,"2011",3.6
31129,"2012",3.5
31129,"2013",3.3
31129,"2014",2.8
31129,"2015",2.5
31131,"2007",3.0
31131,"2008",3.5
31131,"2009",5.0
31131,"2010",5.0
31131,"2011",5.1
31131,"2012",4.5
31131,"2013",4.3
31131,"2014",3.7
31131,"2015",3.3
31133,"2007",3.0
31133,"2008",3.4
31133,"2009",3.7
31133,"2010",4.0
31133,"2011",3.8
31133,"2012",3.3
31133,"2013",3.1
31133,"2014",2.8
31133,"2015",2.6
31135,"2007",2.4
31135,"2008",2.4
31135,"2009",3.0
31135,"2010",3.3
31135,"2011",2.9
31135,"2012",2.7
31135,"2013",2.6
31135,"2014",2.1
31135,"2015",1.8
31137,"2007",2.3
31137,"2008",2.4
31137,"2009",3.5
31137,"2010",3.6
31137,"2011",3.7
31137,"2012",3.0
31137,"2013",3.0
31137,"2014",2.6
31137,"2015",2.4
31139,"2007",3.0
31139,"2008",3.0
31139,"2009",4.0
31139,"2010",3.7
31139,"2011",3.5
31139,"2012",3.3
31139,"2013",3.4
31139,"2014",2.8
31139,"2015",2.5
31141,"2007",2.4
31141,"2008",3.0
31141,"2009",4.1
31141,"2010",4.2
31141,"2011",4.2
31141,"2012",3.6
31141,"2013",3.5
31141,"2014",3.0
31141,"2015",3.0
31143,"2007",2.8
31143,"2008",2.8
31143,"2009",3.7
31143,"2010",4.0
31143,"2011",3.4
31143,"2012",3.1
31143,"2013",3.4
31143,"2014",3.2
31143,"2015",2.5
31145,"2007",2.5
31145,"2008",2.9
31145,"2009",4.5
31145,"2010",3.7
31145,"2011",3.5
31145,"2012",3.2
31145,"2013",3.0
31145,"2014",2.6
31145,"2015",2.6
31147,"2007",4.1
31147,"2008",4.4
31147,"2009",6.0
31147,"2010",6.2
31147,"2011",6.0
31147,"2012",5.1
31147,"2013",4.5
31147,"2014",3.6
31147,"2015",3.2
31149,"2007",2.6
31149,"2008",2.8
31149,"2009",3.0
31149,"2010",2.8
31149,"2011",2.7
31149,"2012",2.6
31149,"2013",3.2
31149,"2014",2.6
31149,"2015",2.6
31151,"2007",2.7
31151,"2008",3.4
31151,"2009",4.6
31151,"2010",4.7
31151,"2011",4.7
31151,"2012",4.3
31151,"2013",4.3
31151,"2014",3.4
31151,"2015",2.9
31153,"2007",2.9
31153,"2008",3.2
31153,"2009",4.6
31153,"2010",4.4
31153,"2011",4.2
31153,"2012",3.9
31153,"2013",3.6
31153,"2014",3.1
31153,"2015",2.8
31155,"2007",3.1
31155,"2008",3.6
31155,"2009",5.0
31155,"2010",4.8
31155,"2011",4.6
31155,"2012",4.2
31155,"2013",4.1
31155,"2014",3.5
31155,"2015",3.0
31157,"2007",3.0
31157,"2008",3.7
31157,"2009",5.1
31157,"2010",5.5
31157,"2011",5.0
31157,"2012",4.7
31157,"2013",4.2
31157,"2014",3.6
31157,"2015",3.4
31159,"2007",2.7
31159,"2008",3.2
31159,"2009",4.1
31159,"2010",4.0
31159,"2011",3.8
31159,"2012",3.5
31159,"2013",3.7
31159,"2014",3.0
31159,"2015",2.9
31161,"2007",2.7
31161,"2008",2.7
31161,"2009",3.9
31161,"2010",3.5
31161,"2011",3.6
31161,"2012",3.6
31161,"2013",3.2
31161,"2014",2.6
31161,"2015",2.7
31163,"2007",2.7
31163,"2008",2.7
31163,"2009",3.2
31163,"2010",4.0
31163,"2011",4.3
31163,"2012",3.8
31163,"2013",3.3
31163,"2014",3.3
31163,"2015",2.9
31165,"2007",2.8
31165,"2008",3.4
31165,"2009",3.4
31165,"2010",3.7
31165,"2011",3.4
31165,"2012",3.6
31165,"2013",3.3
31165,"2014",2.5
31165,"2015",2.5
31167,"2007",3.0
31167,"2008",2.8
31167,"2009",4.1
31167,"2010",4.1
31167,"2011",3.7
31167,"2012",3.5
31167,"2013",3.3
31167,"2014",2.8
31167,"2015",2.6
31169,"2007",2.7
31169,"2008",3.2
31169,"2009",4.3
31169,"2010",3.8
31169,"2011",3.3
31169,"2012",3.1
31169,"2013",2.8
31169,"2014",2.5
31169,"2015",2.4
31171,"2007",3.7
31171,"2008",4.0
31171,"2009",4.5
31171,"2010",4.8
31171,"2011",5.2
31171,"2012",4.0
31171,"2013",3.7
31171,"2014",3.5
31171,"2015",3.0
31173,"2007",6.5
31173,"2008",6.7
31173,"2009",10.5
31173,"2010",9.6
31173,"2011",10.2
31173,"2012",8.7
31173,"2013",7.7
31173,"2014",6.0
31173,"2015",5.3
31175,"2007",2.4
31175,"2008",2.8
31175,"2009",3.3
31175,"2010",4.4
31175,"2011",4.0
31175,"2012",3.5
31175,"2013",3.3
31175,"2014",3.0
31175,"2015",2.8
31177,"2007",2.8
31177,"2008",3.1
31177,"2009",4.6
31177,"2010",4.6
31177,"2011",4.4
31177,"2012",3.8
31177,"2013",3.7
31177,"2014",3.2
31177,"2015",3.0
31179,"2007",2.5
31179,"2008",2.9
31179,"2009",3.9
31179,"2010",3.8
31179,"2011",3.5
31179,"2012",3.2
31179,"2013",3.2
31179,"2014",2.8
31179,"2015",2.6
31181,"2007",3.3
31181,"2008",3.4
31181,"2009",3.9
31181,"2010",4.8
31181,"2011",4.6
31181,"2012",3.7
31181,"2013",3.9
31181,"2014",3.4
31181,"2015",3.6
31183,"2007",2.9
31183,"2008",2.3
31183,"2009",3.7
31183,"2010",3.9
31183,"2011",3.2
31183,"2012",3.4
31183,"2013",3.2
31183,"2014",2.9
31183,"2015",2.5
31185,"2007",2.7
31185,"2008",3.7
31185,"2009",4.9
31185,"2010",4.6
31185,"2011",4.3
31185,"2012",3.7
31185,"2013",3.6
31185,"2014",3.2
31185,"2015",2.9
32000,"2007",4.5
32000,"2008",6.7
32000,"2009",11.3
32000,"2010",13.5
32000,"2011",13.0
32000,"2012",11.2
32000,"2013",9.6
32000,"2014",7.9
32000,"2015",6.7
32001,"2007",4.3
32001,"2008",6.0
32001,"2009",8.6
32001,"2010",12.4
32001,"2011",12.4
32001,"2012",11.0
32001,"2013",9.2
32001,"2014",7.6
32001,"2015",7.0
32003,"2007",4.5
32003,"2008",6.6
32003,"2009",11.5
32003,"2010",13.8
32003,"2011",13.2
32003,"2012",11.2
32003,"2013",9.6
32003,"2014",8.0
32003,"2015",6.8
32005,"2007",4.8
32005,"2008",7.4
32005,"2009",11.5
32005,"2010",13.8
32005,"2011",13.2
32005,"2012",11.5
32005,"2013",9.6
32005,"2014",8.0
32005,"2015",6.8
32007,"2007",3.3
32007,"2008",4.3
32007,"2009",6.3
32007,"2010",7.7
32007,"2011",7.2
32007,"2012",6.3
32007,"2013",6.1
32007,"2014",5.6
32007,"2015",5.2
32009,"2007",3.2
32009,"2008",4.9
32009,"2009",7.0
32009,"2010",9.2
32009,"2011",7.9
32009,"2012",6.9
32009,"2013",4.8
32009,"2014",4.5
32009,"2015",4.6
32011,"2007",4.2
32011,"2008",5.2
32011,"2009",6.6
32011,"2010",7.8
32011,"2011",6.9
32011,"2012",6.1
32011,"2013",6.0
32011,"2014",6.0
32011,"2015",6.0
32013,"2007",3.6
32013,"2008",4.9
32013,"2009",7.3
32013,"2010",8.7
32013,"2011",7.8
32013,"2012",6.6
32013,"2013",6.2
32013,"2014",6.2
32013,"2015",5.9
32015,"2007",3.2
32015,"2008",4.4
32015,"2009",5.8
32015,"2010",9.5
32015,"2011",8.8
32015,"2012",7.4
32015,"2013",7.2
32015,"2014",6.6
32015,"2015",6.5
32017,"2007",4.2
32017,"2008",5.6
32017,"2009",8.9
32017,"2010",10.6
32017,"2011",11.2
32017,"2012",10.5
32017,"2013",9.4
32017,"2014",7.4
32017,"2015",6.2
32019,"2007",6.4
32019,"2008",9.8
32019,"2009",15.4
32019,"2010",17.5
32019,"2011",16.7
32019,"2012",14.8
32019,"2013",12.4
32019,"2014",10.2
32019,"2015",9.4
32021,"2007",6.2
32021,"2008",7.5
32021,"2009",8.6
32021,"2010",14.4
32021,"2011",14.0
32021,"2012",13.5
32021,"2013",12.6
32021,"2014",11.2
32021,"2015",10.5
32023,"2007",6.5
32023,"2008",9.7
32023,"2009",13.9
32023,"2010",17.3
32023,"2011",16.8
32023,"2012",14.5
32023,"2013",11.9
32023,"2014",9.6
32023,"2015",8.7
32027,"2007",5.0
32027,"2008",7.0
32027,"2009",9.7
32027,"2010",10.6
32027,"2011",10.8
32027,"2012",9.7
32027,"2013",8.7
32027,"2014",7.2
32027,"2015",6.8
32029,"2007",4.9
32029,"2008",6.9
32029,"2009",11.8
32029,"2010",16.7
32029,"2011",15.7
32029,"2012",13.3
32029,"2013",11.5
32029,"2014",9.1
32029,"2015",7.3
32031,"2007",4.3
32031,"2008",6.8
32031,"2009",11.1
32031,"2010",12.9
32031,"2011",12.6
32031,"2012",11.0
32031,"2013",9.4
32031,"2014",7.6
32031,"2015",6.2
32033,"2007",3.6
32033,"2008",4.7
32033,"2009",6.9
32033,"2010",9.2
32033,"2011",8.7
32033,"2012",7.7
32033,"2013",7.2
32033,"2014",6.0
32033,"2015",5.4
32510,"2007",4.8
32510,"2008",7.1
32510,"2009",11.1
32510,"2010",13.5
32510,"2011",13.2
32510,"2012",11.7
32510,"2013",10.4
32510,"2014",8.6
32510,"2015",7.3
33000,"2007",3.5
33000,"2008",3.9
33000,"2009",6.2
33000,"2010",5.8
33000,"2011",5.4
33000,"2012",5.5
33000,"2013",5.1
33000,"2014",4.3
33000,"2015",3.4
33001,"2007",3.6
33001,"2008",4.1
33001,"2009",6.7
33001,"2010",6.4
33001,"2011",5.5
33001,"2012",5.4
33001,"2013",5.0
33001,"2014",4.1
33001,"2015",3.3
33003,"2007",3.4
33003,"2008",3.6
33003,"2009",5.6
33003,"2010",5.7
33003,"2011",5.5
33003,"2012",5.3
33003,"2013",5.0
33003,"2014",4.2
33003,"2015",3.6
33005,"2007",3.5
33005,"2008",3.7
33005,"2009",5.7
33005,"2010",5.6
33005,"2011",5.1
33005,"2012",5.1
33005,"2013",4.7
33005,"2014",4.0
33005,"2015",3.2
33007,"2007",4.6
33007,"2008",5.2
33007,"2009",7.9
33007,"2010",7.2
33007,"2011",7.2
33007,"2012",7.5
33007,"2013",6.2
33007,"2014",5.9
33007,"2015",4.7
33009,"2007",3.0
33009,"2008",3.1
33009,"2009",5.1
33009,"2010",4.9
33009,"2011",4.5
33009,"2012",4.5
33009,"2013",4.3
33009,"2014",3.5
33009,"2015",2.9
33011,"2007",3.5
33011,"2008",3.9
33011,"2009",6.5
33011,"2010",6.2
33011,"2011",5.6
33011,"2012",5.8
33011,"2013",5.3
33011,"2014",4.5
33011,"2015",3.6
33013,"2007",3.3
33013,"2008",3.6
33013,"2009",5.6
33013,"2010",5.3
33013,"2011",4.9
33013,"2012",4.9
33013,"2013",4.6
33013,"2014",3.8
33013,"2015",3.1
33015,"2007",3.8
33015,"2008",4.2
33015,"2009",6.6
33015,"2010",6.0
33015,"2011",5.6
33015,"2012",5.8
33015,"2013",5.4
33015,"2014",4.6
33015,"2015",3.6
33017,"2007",3.3
33017,"2008",3.6
33017,"2009",6.2
33017,"2010",5.7
33017,"2011",5.3
33017,"2012",5.4
33017,"2013",4.9
33017,"2014",4.0
33017,"2015",3.1
33019,"2007",3.0
33019,"2008",3.4
33019,"2009",5.8
33019,"2010",5.0
33019,"2011",4.5
33019,"2012",4.5
33019,"2013",4.2
33019,"2014",3.6
33019,"2015",2.9
34000,"2007",4.3
34000,"2008",5.3
34000,"2009",9.1
34000,"2010",9.5
34000,"2011",9.3
34000,"2012",9.3
34000,"2013",8.2
34000,"2014",6.7
34000,"2015",5.6
34001,"2007",5.9
34001,"2008",6.8
34001,"2009",11.9
34001,"2010",12.3
34001,"2011",12.5
34001,"2012",12.7
34001,"2013",11.6
34001,"2014",10.5
34001,"2015",9.4
34003,"2007",3.4
34003,"2008",4.4
34003,"2009",7.8
34003,"2010",8.0
34003,"2011",7.7
34003,"2012",7.7
34003,"2013",6.7
34003,"2014",5.4
34003,"2015",4.6
34005,"2007",3.8
34005,"2008",4.9
34005,"2009",8.4
34005,"2010",9.0
34005,"2011",8.7
34005,"2012",8.6
34005,"2013",7.6
34005,"2014",6.4
34005,"2015",5.2
34007,"2007",4.8
34007,"2008",5.9
34007,"2009",9.9
34007,"2010",10.9
34007,"2011",10.9
34007,"2012",10.7
34007,"2013",9.3
34007,"2014",7.7
34007,"2015",6.3
34009,"2007",6.6
34009,"2008",7.9
34009,"2009",11.2
34009,"2010",14.0
34009,"2011",14.9
34009,"2012",15.5
34009,"2013",14.2
34009,"2014",12.3
34009,"2015",10.9
34011,"2007",6.5
34011,"2008",7.9
34011,"2009",12.5
34011,"2010",13.0
34011,"2011",13.0
34011,"2012",13.2
34011,"2013",11.7
34011,"2014",9.9
34011,"2015",8.7
34013,"2007",5.3
34013,"2008",6.4
34013,"2009",10.3
34013,"2010",10.8
34013,"2011",10.8
34013,"2012",10.7
34013,"2013",9.7
34013,"2014",8.0
34013,"2015",6.7
34015,"2007",4.3
34015,"2008",5.3
34015,"2009",9.2
34015,"2010",10.3
34015,"2011",10.2
34015,"2012",10.1
34015,"2013",8.9
34015,"2014",7.3
34015,"2015",5.9
34017,"2007",5.0
34017,"2008",6.2
34017,"2009",10.5
34017,"2010",9.6
34017,"2011",9.2
34017,"2012",8.9
34017,"2013",7.9
34017,"2014",6.4
34017,"2015",5.3
34019,"2007",2.8
34019,"2008",3.7
34019,"2009",6.7
34019,"2010",7.4
34019,"2011",6.9
34019,"2012",6.8
34019,"2013",5.8
34019,"2014",4.8
34019,"2015",4.1
34021,"2007",3.8
34021,"2008",4.7
34021,"2009",7.6
34021,"2010",8.4
34021,"2011",8.3
34021,"2012",8.2
34021,"2013",7.2
34021,"2014",5.8
34021,"2015",4.8
34023,"2007",3.9
34023,"2008",4.9
34023,"2009",8.5
34023,"2010",8.9
34023,"2011",8.7
34023,"2012",8.6
34023,"2013",7.5
34023,"2014",6.1
34023,"2015",5.0
34025,"2007",3.7
34025,"2008",4.8
34025,"2009",8.3
34025,"2010",8.7
34025,"2011",8.6
34025,"2012",8.7
34025,"2013",7.5
34025,"2014",6.0
34025,"2015",5.0
34027,"2007",3.0
34027,"2008",3.9
34027,"2009",7.1
34027,"2010",7.4
34027,"2011",7.1
34027,"2012",7.1
34027,"2013",6.1
34027,"2014",5.0
34027,"2015",4.2
34029,"2007",4.6
34029,"2008",5.8
34029,"2009",9.5
34029,"2010",10.3
34029,"2011",10.4
34029,"2012",10.6
34029,"2013",9.2
34029,"2014",7.4
34029,"2015",6.0
34031,"2007",5.3
34031,"2008",6.6
34031,"2009",11.0
34031,"2010",11.4
34031,"2011",11.0
34031,"2012",11.1
34031,"2013",9.9
34031,"2014",8.2
34031,"2015",6.9
34033,"2007",5.0
34033,"2008",6.1
34033,"2009",10.6
34033,"2010",11.7
34033,"2011",11.7
34033,"2012",11.8
34033,"2013",10.4
34033,"2014",8.5
34033,"2015",7.1
34035,"2007",3.1
34035,"2008",4.0
34035,"2009",7.3
34035,"2010",7.6
34035,"2011",7.4
34035,"2012",7.4
34035,"2013",6.3
34035,"2014",5.2
34035,"2015",4.4
34037,"2007",3.9
34037,"2008",4.9
34037,"2009",8.6
34037,"2010",9.4
34037,"2011",9.2
34037,"2012",9.0
34037,"2013",7.9
34037,"2014",6.4
34037,"2015",5.2
34039,"2007",4.5
34039,"2008",5.6
34039,"2009",9.3
34039,"2010",9.5
34039,"2011",9.5
34039,"2012",9.4
34039,"2013",8.3
34039,"2014",6.9
34039,"2015",5.9
34041,"2007",3.8
34041,"2008",4.9
34041,"2009",8.7
34041,"2010",9.9
34041,"2011",9.1
34041,"2012",8.7
34041,"2013",7.6
34041,"2014",6.3
34041,"2015",5.2
35000,"2007",3.8
35000,"2008",4.5
35000,"2009",7.5
35000,"2010",8.1
35000,"2011",7.5
35000,"2012",7.1
35000,"2013",7.0
35000,"2014",6.7
35000,"2015",6.6
35001,"2007",3.6
35001,"2008",4.4
35001,"2009",7.5
35001,"2010",7.7
35001,"2011",7.2
35001,"2012",6.8
35001,"2013",6.5
35001,"2014",6.3
35001,"2015",5.9
35003,"2007",4.9
35003,"2008",5.3
35003,"2009",9.2
35003,"2010",12.4
35003,"2011",11.3
35003,"2012",9.3
35003,"2013",8.7
35003,"2014",8.3
35003,"2015",8.0
35005,"2007",3.9
35005,"2008",4.3
35005,"2009",7.0
35005,"2010",7.5
35005,"2011",6.8
35005,"2012",6.5
35005,"2013",6.3
35005,"2014",6.2
35005,"2015",6.4
35006,"2007",4.2
35006,"2008",4.6
35006,"2009",6.8
35006,"2010",9.4
35006,"2011",9.2
35006,"2012",8.3
35006,"2013",8.2
35006,"2014",8.4
35006,"2015",7.9
35007,"2007",3.5
35007,"2008",4.4
35007,"2009",7.6
35007,"2010",8.3
35007,"2011",8.1
35007,"2012",7.9
